point_id,n_days,GHI_daily_kWh,SAI,kt_daily_mean,kt_daily_std,cloudy_frac,CCI,HDD18,CDD24,DTR_true,seasonality,monsoon_index
RJP_0001,3653,5.162277128387626,0.8731436661768556,0.8731436661768556,0.15659452955213657,0.010402408978921434,0.7335914669847836,2194.4191666666666,13283.517083333332,13.55813304133589,0.2081022278689943,1.001078621307166
RJP_0002,3653,5.162277128387626,0.8731436661768556,0.8731436661768556,0.15659452955213657,0.010402408978921434,0.7335914669847836,2194.4191666666666,13283.517083333332,13.55813304133589,0.2081022278689943,1.001078621307166
RJP_0003,3653,5.17368261018341,0.8696891094039342,0.8696891094039342,0.1715083296419778,0.014508623049548317,0.6827619603539077,1460.79,13060.34125,13.186635641938132,0.20870430294437808,0.9677347982008928
RJP_0004,3653,5.401607814125376,0.8980893418228958,0.8980893418228958,0.13141396657593749,0.0038324664659184233,0.7921923437872315,1396.3175,16203.240833333333,14.274793320558446,0.19988064945968392,1.0321185686289134
RJP_0005,3653,5.2390727374760475,0.8841363481116133,0.8841363481116133,0.1490977552083475,0.005748699698877635,0.7500374147405757,1790.4850000000001,13207.8825,13.949178757185873,0.2068329886688755,1.0134416282785919
RJP_0006,3653,5.226121167533534,0.867999335763827,0.867999335763827,0.18245698977838476,0.011771147002463728,0.6362985939696675,1207.1533333333332,9409.339166666665,13.328365726799891,0.22341305721118448,0.9051038531450875
RJP_0007,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,2257.5637500000003,15592.750833333334,13.83785929373118,0.23236069796834893,1.032933830170079
RJP_0008,3653,5.405814037777169,0.9178287469100218,0.9178287469100218,0.11750764090605512,0.0016424856282507528,0.8823255406903644,1940.9466666666667,19193.4525,13.411598686011498,0.22546001232313576,1.1066824395744628
RJP_0009,3653,5.2237516835477695,0.8744851761319143,0.8744851761319143,0.16688160482011644,0.013139885026006022,0.6819935902285252,1628.53125,11608.045833333334,13.685975910210784,0.20348148116583234,0.9710113589983189
RJP_0010,3653,5.064300462633452,0.870110244481747,0.870110244481747,0.16276827622700216,0.008759923350670681,0.7291849726734438,1968.6374999999998,15630.744166666667,13.72094990418834,0.21869596026200075,0.9927355996454948
RJP_0011,3653,4.734633520394197,0.8623898338263114,0.8623898338263114,0.16576138106547128,0.008759923350670681,0.7897245162408294,2118.9925000000003,15948.170416666664,13.65496578154941,0.250905509299121,1.0370714845793634
RJP_0012,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2305.8958333333335,14212.572083333333,13.443438269915138,0.2090208442685589,1.0354804538944622
RJP_0013,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,2556.095833333333,13421.282083333332,13.784232137968793,0.23236069796834893,1.032933830170079
RJP_0014,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2194.4191666666666,13283.517083333332,13.55813304133589,0.2090208442685589,1.0354804538944622
RJP_0015,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,1968.6374999999998,15630.744166666667,13.72094990418834,0.23236069796834893,1.032933830170079
RJP_0016,3653,5.106247584177389,0.8573700132209154,0.8573700132209154,0.19908038960988825,0.026006022447303587,0.5850366949817695,363.7470833333333,12400.259999999998,13.341828633999452,0.23725107611753035,0.8777009309310112
RJP_0017,3653,5.106247584177389,0.8573700132209154,0.8573700132209154,0.19908038960988825,0.026006022447303587,0.5850366949817695,363.7470833333333,12400.259999999998,13.341828633999452,0.23725107611753035,0.8777009309310112
RJP_0018,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2194.4191666666666,13283.517083333332,13.55813304133589,0.2090208442685589,1.0354804538944622
RJP_0019,3653,5.064300462633452,0.870110244481747,0.870110244481747,0.16276827622700216,0.008759923350670681,0.7291849726734438,2138.71375,14025.624583333332,13.715981385162879,0.21869596026200075,0.9927355996454948
RJP_0020,3653,5.2390727374760475,0.8841363481116133,0.8841363481116133,0.1490977552083475,0.005748699698877635,0.7500374147405757,1725.4320833333336,12101.225833333332,13.812707363810569,0.2068329886688755,1.0134416282785919
RJP_0021,3653,4.744113107035313,0.8697651170420312,0.8697651170420312,0.162543134993384,0.008759923350670681,0.8125326036201174,2763.9391666666666,15088.1075,13.834943881741035,0.25975524462941,1.0674819603955046
RJP_0022,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,2697.2420833333335,14607.897083333333,13.831973720229946,0.23236069796834893,1.032933830170079
RJP_0023,3653,4.734633520394197,0.8623898338263114,0.8623898338263114,0.16576138106547128,0.008759923350670681,0.7897245162408294,2257.5637500000003,15592.750833333334,13.83785929373118,0.250905509299121,1.0370714845793634
RJP_0024,3653,5.2390727374760475,0.8841363481116133,0.8841363481116133,0.1490977552083475,0.005748699698877635,0.7500374147405757,2023.6741666666667,13008.25125,13.731456337257047,0.2068329886688755,1.0134416282785919
RJP_0025,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2558.1758333333332,12847.014583333334,13.562940049274568,0.2090208442685589,1.0354804538944622
RJP_0026,3653,4.734633520394197,0.8623898338263114,0.8623898338263114,0.16576138106547128,0.008759923350670681,0.7897245162408294,2257.5637500000003,15592.750833333334,13.83785929373118,0.250905509299121,1.0370714845793634
RJP_0027,3653,5.028967422666302,0.8656615416860531,0.8656615416860531,0.1656542058577958,0.008759923350670681,0.7370862997237464,2045.2658333333334,16281.613749999999,13.521694497673145,0.22225161767954488,0.9933122436665052
RJP_0028,3653,5.106247584177389,0.8573700132209154,0.8573700132209154,0.19908038960988825,0.026006022447303587,0.5850366949817695,363.7470833333333,12400.259999999998,13.341828633999452,0.23725107611753035,0.8777009309310112
RJP_0029,3653,4.734633520394197,0.8623898338263114,0.8623898338263114,0.16576138106547128,0.008759923350670681,0.7897245162408294,1968.6374999999998,15630.744166666667,13.72094990418834,0.250905509299121,1.0370714845793634
RJP_0030,3653,5.401607814125376,0.8980893418228958,0.8980893418228958,0.13141396657593749,0.0038324664659184233,0.7921923437872315,1043.6766666666667,15778.013333333332,14.335688475225844,0.19988064945968392,1.0321185686289134
RJP_0031,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,2763.9391666666666,15088.1075,13.834943881741035,0.23236069796834893,1.032933830170079
RJP_0032,3653,5.064300462633452,0.870110244481747,0.870110244481747,0.16276827622700216,0.008759923350670681,0.7291849726734438,1923.995,14981.357083333332,13.684522310429783,0.21869596026200075,0.9927355996454948
RJP_0033,3653,4.994490001368739,0.9050634160787666,0.9050634160787666,0.13319675474105344,0.0043799616753353405,0.90308730627896,2702.1141666666667,19178.16625,14.301387900355872,0.2635264288164833,1.1427819339029173
RJP_0034,3653,4.854194518204216,0.8912755829663066,0.8912755829663066,0.14465267145662317,0.005474952094169176,0.8842989413665571,2671.8916666666664,18386.6575,14.044883657267999,0.2710902812778777,1.1365727729039443
RJP_0035,3653,5.2192102915411995,0.8696126974870472,0.8696126974870472,0.1890934198041598,0.017519846701341362,0.6052793033446704,334.29291666666666,13498.2725,13.583479332055843,0.22837285432047516,0.8822594572989558
RJP_0036,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,2257.5637500000003,15592.750833333334,13.83785929373118,0.23236069796834893,1.032933830170079
RJP_0037,3653,5.028967422666302,0.8656615416860531,0.8656615416860531,0.1656542058577958,0.008759923350670681,0.7370862997237464,1968.6374999999998,15630.744166666667,13.72094990418834,0.22225161767954488,0.9933122436665052
RJP_0038,3653,5.5747152751163425,0.9249136184281934,0.9249136184281934,0.12120481019581535,0.004927456884752259,0.8267289514396035,1396.3175,16203.240833333333,14.274793320558446,0.1985037419546046,1.0496965738699615
RJP_0039,3653,4.761492649876813,0.8680362958529932,0.8680362958529932,0.15948071802144714,0.008759923350670681,0.7702713164198636,1968.6374999999998,15630.744166666667,13.72094990418834,0.23236069796834893,1.032933830170079
RJP_0040,3653,5.028967422666302,0.8656615416860531,0.8656615416860531,0.1656542058577958,0.008759923350670681,0.7370862997237464,1923.995,14981.357083333332,13.684522310429783,0.22225161767954488,0.9933122436665052
RJP_0041,3653,5.122459184232138,0.8623039366693591,0.8623039366693591,0.18204822445980592,0.015056118258965233,0.6362907418844639,1398.1025,11609.630000000001,13.634481248289077,0.21675027742732153,0.9250055094237692
RJP_0042,3653,5.106247584177389,0.8573700132209154,0.8573700132209154,0.19908038960988825,0.026006022447303587,0.5850366949817695,547.9916666666666,12460.834166666667,13.550897892143444,0.23725107611753035,0.8777009309310112
RJP_0043,3653,5.328998881741034,0.8784109424059768,0.8784109424059768,0.149262141412029,0.008759923350670681,0.7246370479871577,1611.4929166666666,9032.24125,13.431543936490556,0.2033898637474226,0.9868977580761107
RJP_0044,3653,5.123446249657816,0.8887428189947076,0.8887428189947076,0.1425213125448635,0.0038324664659184233,0.833188675719315,2595.54375,16385.17875,13.517084588009856,0.23461008399551855,1.0768237250031283
RJP_0045,3653,5.106247584177389,0.8573700132209154,0.8573700132209154,0.19908038960988825,0.026006022447303587,0.5850366949817695,363.7470833333333,12400.259999999998,13.341828633999452,0.23725107611753035,0.8777009309310112
RJP_0046,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2558.1758333333332,12847.014583333334,13.562940049274568,0.2090208442685589,1.0354804538944622
RJP_0047,3653,5.127328179578429,0.8818194595456905,0.8818194595456905,0.15011827382724338,0.009033670955379141,0.7715182115505905,2548.64,14641.012499999999,13.497960580344921,0.2090208442685589,1.0354804538944622
RJP_0048,3653,5.064300462633452,0.870110244481747,0.870110244481747,0.16276827622700216,0.008759923350670681,0.7291849726734438,1968.6374999999998,15630.744166666667,13.72094990418834,0.21869596026200075,0.9927355996454948
RJP_0049,3653,5.449842422666301,0.9179178351695386,0.9179178351695386,0.11843571129029612,0.0010949904188338351,0.852838381760929,1940.9466666666667,19193.4525,13.411598686011498,0.2077623667506427,1.0775011969490327
RJP_0050,3653,5.226121167533534,0.867999335763827,0.867999335763827,0.18245698977838476,0.011771147002463728,0.6362985939696675,1207.1533333333332,9409.339166666665,13.328365726799891,0.22341305721118448,0.9051038531450875
