timestamp_utc,GHI_Wm2,T_amb_C,RH_pct,WS_ms,local_hour,local_date,point_id,cluster_id,year
2025-01-01 00:00:00+00:00,0.0,9.98,69.02,3.77,5,2025-01-01,RJP_0094,0,2025
2025-01-01 01:00:00+00:00,0.0,9.63,69.53,3.82,6,2025-01-01,RJP_0094,0,2025
2025-01-01 02:00:00+00:00,61.8,11.31,62.07,4.81,7,2025-01-01,RJP_0094,0,2025
2025-01-01 03:00:00+00:00,163.38,14.25,52.48,4.35,8,2025-01-01,RJP_0094,0,2025
2025-01-01 04:00:00+00:00,270.0,18.81,40.43,3.83,9,2025-01-01,RJP_0094,0,2025
2025-01-01 05:00:00+00:00,402.55,23.31,30.77,3.83,10,2025-01-01,RJP_0094,0,2025
2025-01-01 06:00:00+00:00,609.67,25.99,24.51,3.18,11,2025-01-01,RJP_0094,0,2025
2025-01-01 07:00:00+00:00,680.33,27.54,21.41,2.92,12,2025-01-01,RJP_0094,0,2025
2025-01-01 08:00:00+00:00,618.88,28.4,19.69,2.85,13,2025-01-01,RJP_0094,0,2025
2025-01-01 09:00:00+00:00,489.3,28.6,18.93,2.76,14,2025-01-01,RJP_0094,0,2025
2025-01-01 10:00:00+00:00,310.1,27.93,19.84,2.64,15,2025-01-01,RJP_0094,0,2025
2025-01-01 11:00:00+00:00,115.65,24.41,40.4,2.01,16,2025-01-01,RJP_0094,0,2025
2025-01-01 12:00:00+00:00,4.93,20.2,44.91,2.8,17,2025-01-01,RJP_0094,0,2025
2025-01-01 13:00:00+00:00,0.0,18.1,48.08,3.32,18,2025-01-01,RJP_0094,0,2025
2025-01-01 14:00:00+00:00,0.0,16.83,49.61,3.59,19,2025-01-01,RJP_0094,0,2025
2025-01-01 15:00:00+00:00,0.0,15.78,51.15,3.63,20,2025-01-01,RJP_0094,0,2025
2025-01-01 16:00:00+00:00,0.0,14.8,53.47,3.6,21,2025-01-01,RJP_0094,0,2025
2025-01-01 17:00:00+00:00,0.0,13.9,56.09,3.52,22,2025-01-01,RJP_0094,0,2025
2025-01-01 18:00:00+00:00,0.0,13.03,58.71,3.43,23,2025-01-01,RJP_0094,0,2025
2025-01-01 19:00:00+00:00,0.0,12.27,60.82,3.37,0,2025-01-02,RJP_0094,0,2025
2025-01-01 20:00:00+00:00,0.0,11.6,62.63,3.3,1,2025-01-02,RJP_0094,0,2025
2025-01-01 21:00:00+00:00,0.0,11.01,64.52,3.2,2,2025-01-02,RJP_0094,0,2025
2025-01-01 22:00:00+00:00,0.0,10.53,65.98,3.12,3,2025-01-02,RJP_0094,0,2025
2025-01-01 23:00:00+00:00,0.0,10.15,67.17,3.05,4,2025-01-02,RJP_0094,0,2025
2025-01-02 00:00:00+00:00,0.0,9.86,68.02,2.99,5,2025-01-02,RJP_0094,0,2025
2025-01-02 01:00:00+00:00,0.0,9.69,68.35,2.95,6,2025-01-02,RJP_0094,0,2025
2025-01-02 02:00:00+00:00,86.45,12.3,59.04,2.89,7,2025-01-02,RJP_0094,0,2025
2025-01-02 03:00:00+00:00,272.2,16.06,43.46,3.51,8,2025-01-02,RJP_0094,0,2025
2025-01-02 04:00:00+00:00,464.23,19.83,35.58,2.42,9,2025-01-02,RJP_0094,0,2025
2025-01-02 05:00:00+00:00,612.95,24.86,22.9,1.42,10,2025-01-02,RJP_0094,0,2025
2025-01-02 06:00:00+00:00,719.28,27.88,18.06,0.81,11,2025-01-02,RJP_0094,0,2025
2025-01-02 07:00:00+00:00,726.4,29.35,16.37,0.53,12,2025-01-02,RJP_0094,0,2025
2025-01-02 08:00:00+00:00,652.97,29.95,15.68,0.59,13,2025-01-02,RJP_0094,0,2025
2025-01-02 09:00:00+00:00,533.9,29.98,15.53,0.68,14,2025-01-02,RJP_0094,0,2025
2025-01-02 10:00:00+00:00,349.33,29.45,16.66,0.63,15,2025-01-02,RJP_0094,0,2025
2025-01-02 11:00:00+00:00,138.8,27.48,28.73,0.57,16,2025-01-02,RJP_0094,0,2025
2025-01-02 12:00:00+00:00,6.0,24.41,29.15,1.25,17,2025-01-02,RJP_0094,0,2025
2025-01-02 13:00:00+00:00,0.0,21.88,35.54,2.08,18,2025-01-02,RJP_0094,0,2025
2025-01-02 14:00:00+00:00,0.0,19.78,40.46,2.75,19,2025-01-02,RJP_0094,0,2025
2025-01-02 15:00:00+00:00,0.0,17.96,45.35,3.15,20,2025-01-02,RJP_0094,0,2025
2025-01-02 16:00:00+00:00,0.0,16.43,49.89,3.34,21,2025-01-02,RJP_0094,0,2025
2025-01-02 17:00:00+00:00,0.0,15.24,53.93,3.34,22,2025-01-02,RJP_0094,0,2025
