cluster_id,name,family,pcm_type,Tm_C,Tm_target_C,Tm_target_capped_C,L_required_kJ_per_kg,latent_heat_kJ_kg,cycles_tested,supercooling_K,breakeven_kappa,rescuable_by_kappa,calibrated_kappa,calibration_status,c1_melting_window,c2_absolute_band,c3_latent_heat,c4_cycling,c5_supercooling,c6_charging_feasibility,c7_corrosion_veto,c8_safety,survives_all,passes_all,upstream_cluster_profile_fingerprint,Tm_freezing_C,density_liquid_kg_m3,density_solid_kg_m3,Cp_liquid_kJ_kgK,Cp_solid_kJ_kgK,TC_W_mK,cycles_tested_status,flammable,n_properties_imputed,any_property_imputed,source,rho_H_MJ_m3,Cp_avg_kJ_kgK,cycles_confidence,in_absolute_band,corrosion_class,survives_c1_c2_c3_c6,survives_c7_corrosion,survives_c8_safety,new_pass_melting_window,new_passes_all,f_Tm,latent_heat_margin_ratio,topsis_score,gra_grade,promethee_flow,vikor_Q,topsis_rank,gra_rank,promethee_rank,vikor_rank,borda_score,consensus_rank,weight_f_Tm,weight_latent_heat_margin_ratio,weight_rho_H_MJ_m3,weight_TC_W_mK,weight_cycles_confidence
0,n-Tetracosane (C24),Literature,Organic n-alkane,52.0,67.00000000000001,61.940408864657286,405.9700601228228,255.0,1368.0,2.700000000000003,0.628125137905125,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,False,2400_3_1789532053.943,49.3,799.0,799.0,2.39,2.0,0.2395,Estimated via MICE-RF-PMM,Yes,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,203.745,2.1950000000000003,0.9500662519113888,True,low_organic,False,True,True,True,True,0.9485578504064233,0.628125137905125,0.7395827604440375,0.7345060800568558,0.4797656806246113,0.0,1,1,1,1,48.0,1,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,n-Hexacosane (C26),Literature,Organic n-alkane,56.5,67.00000000000001,61.940408864657286,405.9700601228228,256.0,1404.0,0.2999999999999971,0.6305883737400472,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2400_3_1789532053.943,56.2,770.0,770.0,2.38,2.2,0.238,Estimated via MICE-RF-PMM,Yes,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,197.12,2.29,0.9534809845274094,True,low_organic,True,True,True,True,True,0.7261490370736905,0.6305883737400472,0.6932892566324171,0.6631897765763892,0.2997310766120512,0.09464735142391886,2,2,3,2,43.0,2,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,RT57HC,Rubitherm Technologies,Organic (RT-line),56.5,67.00000000000001,61.940408864657286,405.9700601228228,240.0,1404.0,0.0,0.5911766003812942,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2400_3_1789532053.943,56.5,800.0,900.0,2.0,2.0,0.239,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,216.0,2.0,0.9534809845274094,True,low_organic,True,True,True,True,True,0.7261490370736905,0.5911766003812942,0.6256416173866033,0.6257461684089387,0.32255751786451886,0.17272013978389164,3,4,2,3,40.0,3,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,n-Pentacosane (C25),Literature,Organic n-alkane,54.0,67.00000000000001,61.940408864657286,405.9700601228228,238.0,1404.0,3.3999999999999986,0.5862501287114501,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,False,2400_3_1789532053.943,50.6,801.0,801.0,2.39,2.05,0.239,Estimated via MICE-RF-PMM,Yes,8,True,manufacturer_datasheet_MICE_RF_PMM_completed,190.638,2.22,0.9534809845274094,True,low_organic,False,True,True,True,True,0.9848041402180954,0.5862501287114501,0.5779738033498402,0.6063848268606201,0.24971601343491343,0.27009942577587065,4,5,4,4,35.0,4,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,PureTemp 53,PureTemp,Organic bio-based PCM,53.0,67.00000000000001,61.940408864657286,405.9700601228228,225.0,1686.0,1.8999999999999984,0.5542280628574633,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,False,2400_3_1789532053.943,51.1,840.0,920.0,2.6,2.36,0.2,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,207.0,2.48,0.977544241901108,True,low_organic,False,True,True,True,True,0.9971914513728449,0.5542280628574633,0.4818525718992113,0.6613351040622824,0.17077613998179259,0.4993822727676816,5,3,5,5,34.0,5,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,n-Heptacosane (C27),Literature,Organic n-alkane,59.0,67.00000000000001,61.940408864657286,405.9700601228228,236.0,1404.0,-0.7000000000000028,0.5813236570416059,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2400_3_1789532053.943,59.7,773.0,773.0,2.38,2.2,0.2415,Estimated via MICE-RF-PMM,Yes,7,True,manufacturer_datasheet_MICE_RF_PMM_completed,182.428,2.29,0.9534809845274094,True,low_organic,True,True,True,True,True,0.36228919676675536,0.5813236570416059,0.4181308047029294,0.45153519542625403,-0.14769135354159052,0.6707876760030775,7,11,6,6,22.0,6,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,PureTemp 58,PureTemp,Organic bio-based PCM,58.0,67.00000000000001,61.940408864657286,405.9700601228228,225.0,1620.0,-0.1000000000000014,0.5542280628574633,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2400_3_1789532053.943,58.1,810.0,890.0,2.71,2.47,0.2,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,200.25,2.59,0.972294084225764,True,low_organic,True,True,True,True,True,0.50141935103294,0.5542280628574633,0.35737709353462965,0.48537628945954553,-0.16278600358776024,0.7102931429804505,8,9,7,7,21.0,7,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,savE® OM49,Pluss Advanced Technologies,Organic,49.0,67.00000000000001,61.940408864657286,405.9700601228228,224.0,1200.0,3.5,0.5517648270225413,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=No,False,False,2400_3_1789532053.943,45.5,780.0,816.0,2.4,2.1,0.3,Reported by manufacturer,No,1,True,manufacturer_datasheet_MICE_RF_PMM_completed,182.784,2.25,0.9328423243457084,True,low_organic,False,True,True,True,True,0.5611244848201749,0.5517648270225413,0.42925269041176406,0.5086484821624924,-0.24079233020112809,0.7698399238887288,6,7,10,8,21.0,7,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,PureTemp 60,PureTemp,Organic bio-based PCM,61.0,67.00000000000001,61.940408864657286,405.9700601228228,220.0,1695.0,-0.5,0.541911883682853,True,0.5,in_band,pass,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,True,True,2400_3_1789532053.943,61.5,870.0,960.0,2.38,2.04,0.2,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,211.2,2.21,0.9782442092981332,True,low_organic,True,True,True,True,True,0.1567955580860395,0.541911883682853,0.3308997984329281,0.5156599582499105,-0.22204833827197054,0.8731979960707459,10,6,9,9,18.0,9,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
0,PlusICE A52,PCM Products Ltd.,Organic PCM,52.0,67.00000000000001,61.940408864657286,405.9700601228228,220.0,1447.0,2.799999999999997,0.541911883682853,False,0.5,in_band,fail,pass,pass,pass,pass,pass,not_applicable,flag_unverified_toxicity_flammable_raw=Yes,False,False,2400_3_1789532053.943,49.2,810.0,810.0,2.15,2.15,0.18,Estimated via MICE-RF-PMM,Yes,4,True,manufacturer_datasheet_MICE_RF_PMM_completed,178.2,2.15,0.957446830545145,True,low_organic,False,True,True,True,True,0.9485578504064233,0.541911883682853,0.34525877332859223,0.5015777442805588,-0.2835120239460574,0.8871330333357732,9,8,12,10,13.0,10,0.24035962770857489,0.282950010842986,0.17185172154575823,0.17441303266009564,0.1304256072425852
